Category,Job ID,Sub ID,Budget Avg,Country Normalized,Absolute Date,Job Type,Experience Level,Allowed Applicant Country
Web Development,1983578259798312277,~021983578259798312277,17.5,United States,2025-10-29T16:54:45.153Z,Hourly,Expert,Botswana
Web Development,1983578259798312277,~021983578259798312277,17.5,United States,2025-10-29T16:54:45.153Z,Hourly,Expert,Bouvet Island
Web Development,1983104709400642027,~021983104709400642027,,Israel,2025-10-28T09:33:01.902Z,Hourly,Intermediate,Albania
Web Development,1983104709400642027,~021983104709400642027,,Israel,2025-10-28T09:33:01.902Z,Hourly,Intermediate,Algeria
Web Development,1983104709400642027,~021983104709400642027,,Israel,2025-10-28T09:33:01.902Z,Hourly,Intermediate,Armenia
Web Development,1983104709400642027,~021983104709400642027,,Israel,2025-10-28T09:33:01.902Z,Hourly,Intermediate,Hungary
Web Development,1983104709400642027,~021983104709400642027,,Israel,2025-10-28T09:33:01.902Z,Hourly,Intermediate,Israel
Web Development,1983104709400642027,~021983104709400642027,,Israel,2025-10-28T09:33:01.902Z,Hourly,Intermediate,Latvia
Web Development,1983104709400642027,~021983104709400642027,,Israel,2025-10-28T09:33:01.902Z,Hourly,Intermediate,Moldova
Web Development,1983104709400642027,~021983104709400642027,,Israel,2025-10-28T09:33:01.902Z,Hourly,Intermediate,Romania
Web Development,1983104709400642027,~021983104709400642027,,Israel,2025-10-28T09:33:01.902Z,Hourly,Intermediate,Serbia
Web Development,1983104709400642027,~021983104709400642027,,Israel,2025-10-28T09:33:01.902Z,Hourly,Intermediate,Slovakia
Web Development,1983104709400642027,~021983104709400642027,,Israel,2025-10-28T09:33:01.902Z,Hourly,Intermediate,Slovenia
Web Development,1983104709400642027,~021983104709400642027,,Israel,2025-10-28T09:33:01.902Z,Hourly,Intermediate,Ukraine
Web Development,1974132366555077878,~021974132366555077878,50.0,Croatia,2025-10-03T15:20:08.704Z,Hourly,Expert,Argentina
Web Development,1974132366555077878,~021974132366555077878,50.0,Croatia,2025-10-03T15:20:08.704Z,Hourly,Expert,Bosnia and Herzegovina
Web Development,1974132366555077878,~021974132366555077878,50.0,Croatia,2025-10-03T15:20:08.704Z,Hourly,Expert,Bulgaria
Web Development,1974132366555077878,~021974132366555077878,50.0,Croatia,2025-10-03T15:20:08.704Z,Hourly,Expert,Croatia
Web Development,1974132366555077878,~021974132366555077878,50.0,Croatia,2025-10-03T15:20:08.704Z,Hourly,Expert,Cyprus
Web Development,1974132366555077878,~021974132366555077878,50.0,Croatia,2025-10-03T15:20:08.704Z,Hourly,Expert,Czech Republic
Web Development,1974132366555077878,~021974132366555077878,50.0,Croatia,2025-10-03T15:20:08.704Z,Hourly,Expert,Denmark
Web Development,1974132366555077878,~021974132366555077878,50.0,Croatia,2025-10-03T15:20:08.704Z,Hourly,Expert,Estonia
Web Development,1974132366555077878,~021974132366555077878,50.0,Croatia,2025-10-03T15:20:08.704Z,Hourly,Expert,Finland
Web Development,1974132366555077878,~021974132366555077878,50.0,Croatia,2025-10-03T15:20:08.704Z,Hourly,Expert,Georgia
Web Development,1974132366555077878,~021974132366555077878,50.0,Croatia,2025-10-03T15:20:08.704Z,Hourly,Expert,Gibraltar
Web Development,1974132366555077878,~021974132366555077878,50.0,Croatia,2025-10-03T15:20:08.704Z,Hourly,Expert,Greece
Web Development,1974132366555077878,~021974132366555077878,50.0,Croatia,2025-10-03T15:20:08.704Z,Hourly,Expert,Hungary
Web Development,1974132366555077878,~021974132366555077878,50.0,Croatia,2025-10-03T15:20:08.704Z,Hourly,Expert,Iceland
Web Development,1974132366555077878,~021974132366555077878,50.0,Croatia,2025-10-03T15:20:08.704Z,Hourly,Expert,Ireland
Web Development,1974132366555077878,~021974132366555077878,50.0,Croatia,2025-10-03T15:20:08.704Z,Hourly,Expert,Italy
Web Development,1974132366555077878,~021974132366555077878,50.0,Croatia,2025-10-03T15:20:08.704Z,Hourly,Expert,Japan
Web Development,1974132366555077878,~021974132366555077878,50.0,Croatia,2025-10-03T15:20:08.704Z,Hourly,Expert,Latvia
Web Development,1974132366555077878,~021974132366555077878,50.0,Croatia,2025-10-03T15:20:08.704Z,Hourly,Expert,Lithuania
Web Development,1974132366555077878,~021974132366555077878,50.0,Croatia,2025-10-03T15:20:08.704Z,Hourly,Expert,Luxembourg
Web Development,1974132366555077878,~021974132366555077878,50.0,Croatia,2025-10-03T15:20:08.704Z,Hourly,Expert,Mexico
Web Development,1974132366555077878,~021974132366555077878,50.0,Croatia,2025-10-03T15:20:08.704Z,Hourly,Expert,Moldova
Web Development,1974132366555077878,~021974132366555077878,50.0,Croatia,2025-10-03T15:20:08.704Z,Hourly,Expert,Montenegro
Web Development,1974132366555077878,~021974132366555077878,50.0,Croatia,2025-10-03T15:20:08.704Z,Hourly,Expert,Netherlands
Web Development,1974132366555077878,~021974132366555077878,50.0,Croatia,2025-10-03T15:20:08.704Z,Hourly,Expert,North Macedonia
Web Development,1974132366555077878,~021974132366555077878,50.0,Croatia,2025-10-03T15:20:08.704Z,Hourly,Expert,Norway
Web Development,1974132366555077878,~021974132366555077878,50.0,Croatia,2025-10-03T15:20:08.704Z,Hourly,Expert,Poland
Scripts & Utilities,1983794931906183732,~021983794931906183732,30.0,Philippines,2025-10-30T07:15:43.755Z,Hourly,Expert,Argentina
Scripts & Utilities,1983794931906183732,~021983794931906183732,30.0,Philippines,2025-10-30T07:15:43.755Z,Hourly,Expert,Colombia
Scripts & Utilities,1983794931906183732,~021983794931906183732,30.0,Philippines,2025-10-30T07:15:43.755Z,Hourly,Expert,Paraguay
Scripts & Utilities,1983794931906183732,~021983794931906183732,30.0,Philippines,2025-10-30T07:15:43.755Z,Hourly,Expert,Spain
Scripts & Utilities,1983794931906183732,~021983794931906183732,30.0,Philippines,2025-10-30T07:15:43.755Z,Hourly,Expert,Hungary
Scripts & Utilities,1983794931906183732,~021983794931906183732,30.0,Philippines,2025-10-30T07:15:43.755Z,Hourly,Expert,Mexico
Scripts & Utilities,1983794931906183732,~021983794931906183732,30.0,Philippines,2025-10-30T07:15:43.755Z,Hourly,Expert,Ecuador
Scripts & Utilities,1983794931906183732,~021983794931906183732,30.0,Philippines,2025-10-30T07:15:43.755Z,Hourly,Expert,Poland
Scripts & Utilities,1983794931906183732,~021983794931906183732,30.0,Philippines,2025-10-30T07:15:43.755Z,Hourly,Expert,United States
Web Development,1985391776665911067,~021985391776665911067,22.5,United States,2025-11-03T17:01:01.261Z,Hourly,Intermediate,Argentina
Web Development,1985391776665911067,~021985391776665911067,22.5,United States,2025-11-03T17:01:01.261Z,Hourly,Intermediate,Brazil
Web Development,1985391776665911067,~021985391776665911067,22.5,United States,2025-11-03T17:01:01.261Z,Hourly,Intermediate,Philippines
Web Development,1985391776665911067,~021985391776665911067,22.5,United States,2025-11-03T17:01:01.261Z,Hourly,Intermediate,Ukraine
Web Development,1985391776665911067,~021985391776665911067,22.5,United States,2025-11-03T17:01:01.261Z,Hourly,Intermediate,United States
Web Development,1991221502244332158,~021991221502244332158,12.5,France,2025-11-19T19:06:16.148Z,Hourly,Intermediate,Argentina
Web Development,1991221502244332158,~021991221502244332158,12.5,France,2025-11-19T19:06:16.148Z,Hourly,Intermediate,Bolivia
Web Development,1991221502244332158,~021991221502244332158,12.5,France,2025-11-19T19:06:16.148Z,Hourly,Intermediate,India
Web Development,1991221502244332158,~021991221502244332158,12.5,France,2025-11-19T19:06:16.148Z,Hourly,Intermediate,Peru
Web Development,1991221502244332158,~021991221502244332158,12.5,France,2025-11-19T19:06:16.148Z,Hourly,Intermediate,Vietnam
DevOps & Solution Architecture,1988447777690574122,~021988447777690574122,37.5,United States,2025-11-12T03:24:28.686Z,Hourly,Expert,Australia
DevOps & Solution Architecture,1988447777690574122,~021988447777690574122,37.5,United States,2025-11-12T03:24:28.686Z,Hourly,Expert,Canada
DevOps & Solution Architecture,1988447777690574122,~021988447777690574122,37.5,United States,2025-11-12T03:24:28.686Z,Hourly,Expert,United States
DevOps & Solution Architecture,1988447777690574122,~021988447777690574122,37.5,United States,2025-11-12T03:24:28.686Z,Hourly,Expert,United Kingdom
Other - Software Development,1970621454842045600,~021970621454842045600,60.0,Australia,2025-09-23T22:49:02.064Z,Hourly,Expert,Australia
Other - Software Development,1970621454842045600,~021970621454842045600,60.0,Australia,2025-09-23T22:49:02.064Z,Hourly,Expert,Guam
Other - Software Development,1970621454842045600,~021970621454842045600,60.0,Australia,2025-09-23T22:49:02.064Z,Hourly,Expert,Japan
Other - Software Development,1970621454842045600,~021970621454842045600,60.0,Australia,2025-09-23T22:49:02.064Z,Hourly,Expert,New Zealand
Other - Software Development,1970621454842045600,~021970621454842045600,60.0,Australia,2025-09-23T22:49:02.064Z,Hourly,Expert,Philippines
Desktop Application Development,1972313090612630163,~021972313090612630163,,Singapore,2025-09-28T14:50:59.473Z,Fixed,Expert,Bangladesh
Scripts & Utilities,1976790088895233315,~021976790088895233315,10.0,United Kingdom,2025-10-10T23:20:59.022Z,Hourly,Expert,Bangladesh
Scripts & Utilities,1976790088895233315,~021976790088895233315,10.0,United Kingdom,2025-10-10T23:20:59.022Z,Hourly,Expert,India
Scripts & Utilities,1976790088895233315,~021976790088895233315,10.0,United Kingdom,2025-10-10T23:20:59.022Z,Hourly,Expert,Pakistan
Scripts & Utilities,1976790088895233315,~021976790088895233315,10.0,United Kingdom,2025-10-10T23:20:59.022Z,Hourly,Expert,Philippines
Scripts & Utilities,1980352773157170632,~021980352773157170632,250.0,South Africa,2025-10-20T19:17:49.167Z,Fixed,Intermediate,Bangladesh
Scripts & Utilities,1980352773157170632,~021980352773157170632,250.0,South Africa,2025-10-20T19:17:49.167Z,Fixed,Intermediate,India
Scripts & Utilities,1980352773157170632,~021980352773157170632,250.0,South Africa,2025-10-20T19:17:49.167Z,Fixed,Intermediate,Pakistan
Scripts & Utilities,1980352773157170632,~021980352773157170632,250.0,South Africa,2025-10-20T19:17:49.167Z,Fixed,Intermediate,Philippines
Web Development,1985742713048316978,~021985742713048316978,45.0,Belgium,2025-11-04T16:15:31.062Z,Hourly,Expert,Belgium
Web Development,1985742713048316978,~021985742713048316978,45.0,Belgium,2025-11-04T16:15:31.062Z,Hourly,Expert,Netherlands
Ecommerce Development,1970903116880520352,~021970903116880520352,35.0,United States,2025-09-24T17:28:15.562Z,Hourly,Expert,Brazil
Ecommerce Development,1971450259131311264,~021971450259131311264,35.0,United States,2025-09-26T05:42:24.424Z,Hourly,Expert,Brazil
Ecommerce Development,1971450259131311264,~021971450259131311264,35.0,United States,2025-09-26T05:42:24.424Z,Hourly,Expert,India
Web Development,1969955369774275309,~021969955369774275309,17.5,Canada,2025-09-22T02:42:15.018Z,Hourly,Entry Level,Canada
Web Development,1969955369774275309,~021969955369774275309,17.5,Canada,2025-09-22T02:42:15.018Z,Hourly,Entry Level,India
Web Development,1973915300209590607,~021973915300209590607,35.0,United States,2025-10-03T00:57:36.006Z,Hourly,Expert,Canada
Web Development,1973915300209590607,~021973915300209590607,35.0,United States,2025-10-03T00:57:36.006Z,Hourly,Expert,India
Web Development,1973915300209590607,~021973915300209590607,35.0,United States,2025-10-03T00:57:36.006Z,Hourly,Expert,United States
Scripts & Utilities,1970330827665297015,~021970330827665297015,300.0,Venezuela,2025-09-23T03:34:11.154Z,Fixed,Intermediate,Colombia
Scripts & Utilities,1970330827665297015,~021970330827665297015,300.0,Venezuela,2025-09-23T03:34:11.154Z,Fixed,Intermediate,Venezuela
Scripts & Utilities,1970330827665297015,~021970330827665297015,300.0,Venezuela,2025-09-23T03:34:11.154Z,Fixed,Intermediate,Argentina
Desktop Application Development,1985822731036310578,~021985822731036310578,100.0,United States,2025-11-04T21:33:28.779Z,Fixed,Intermediate,Egypt
Desktop Application Development,1985822731036310578,~021985822731036310578,100.0,United States,2025-11-04T21:33:28.779Z,Fixed,Intermediate,Jordan
Desktop Application Development,1985822731036310578,~021985822731036310578,100.0,United States,2025-11-04T21:33:28.779Z,Fixed,Intermediate,Lebanon
Desktop Application Development,1985822731036310578,~021985822731036310578,100.0,United States,2025-11-04T21:33:28.779Z,Fixed,Intermediate,Palestinian Territories
Web Development,1979450782397052420,~021979450782397052420,300.0,Saudi Arabia,2025-10-18T07:33:37.815Z,Fixed,Intermediate,Egypt
Web Development,1979450782397052420,~021979450782397052420,300.0,Saudi Arabia,2025-10-18T07:33:37.815Z,Fixed,Intermediate,Saudi Arabia
Other - Software Development,1977067909080901943,~021977067909080901943,40.0,Greece,2025-10-11T17:44:56.519Z,Hourly,Expert,Estonia
Other - Software Development,1977067909080901943,~021977067909080901943,40.0,Greece,2025-10-11T17:44:56.519Z,Hourly,Expert,Poland
Other - Software Development,1977067909080901943,~021977067909080901943,40.0,Greece,2025-10-11T17:44:56.519Z,Hourly,Expert,Spain
Other - Software Development,1977067909080901943,~021977067909080901943,40.0,Greece,2025-10-11T17:44:56.519Z,Hourly,Expert,Ukraine
Ecommerce Development,1968046382658222286,~021968046382658222286,5.0,France,2025-09-16T20:16:37.028Z,Fixed,Intermediate,France
AI Apps & Integration,1982027837862198882,~021982027837862198882,20.0,United States,2025-10-25T10:13:55.786Z,Hourly,Expert,Georgia
AI Apps & Integration,1982027837862198882,~021982027837862198882,20.0,United States,2025-10-25T10:13:55.786Z,Hourly,Expert,Morocco
AI Apps & Integration,1982027837862198882,~021982027837862198882,20.0,United States,2025-10-25T10:13:55.786Z,Hourly,Expert,Turkey
AI Apps & Integration,1982027837862198882,~021982027837862198882,20.0,United States,2025-10-25T10:13:55.786Z,Hourly,Expert,Ukraine
DevOps & Solution Architecture,1983540836730924745,~021983540836730924745,36.0,Germany,2025-10-29T14:26:02.830Z,Hourly,Expert,Germany
Scripts & Utilities,1977333406135066112,~021977333406135066112,800.0,Germany,2025-10-12T11:19:55.958Z,Fixed,Expert,Germany
Scripts & Utilities,1977333406135066112,~021977333406135066112,800.0,Germany,2025-10-12T11:19:55.958Z,Fixed,Expert,Switzerland
Scripts & Utilities,1977333406135066112,~021977333406135066112,800.0,Germany,2025-10-12T11:19:55.958Z,Fixed,Expert,Austria
Desktop Application Development,1974131815957627215,~021974131815957627215,8.5,Greece,2025-10-03T15:17:57.392Z,Hourly,Intermediate,Greece
AI Apps & Integration,1970881676113345905,~021970881676113345905,11.5,India,2025-09-24T16:03:03.693Z,Hourly,Intermediate,India
AI Apps & Integration,1970988945247724839,~021970988945247724839,250.0,India,2025-09-24T23:09:18.624Z,Fixed,Intermediate,India
AI Apps & Integration,1976277102889115136,~021976277102889115136,30.0,United Kingdom,2025-10-09T13:22:33.656Z,Hourly,Expert,India
AI Apps & Integration,1985707412347206706,~021985707412347206706,,United Kingdom,2025-11-04T13:55:14.696Z,Fixed,Intermediate,India
Desktop Application Development,1980315506015350216,~021980315506015350216,,Bahrain,2025-10-20T16:49:43.999Z,Fixed,Intermediate,India
Desktop Application Development,1980315506015350216,~021980315506015350216,,Bahrain,2025-10-20T16:49:43.999Z,Fixed,Intermediate,Sri Lanka
Desktop Application Development,1981069233304768626,~021981069233304768626,600.0,India,2025-10-22T18:44:46.562Z,Fixed,Expert,India
DevOps & Solution Architecture,1986134683746156278,~021986134683746156278,27.5,United States,2025-11-05T18:13:04.125Z,Hourly,Intermediate,India
DevOps & Solution Architecture,1986134683746156278,~021986134683746156278,27.5,United States,2025-11-05T18:13:04.125Z,Hourly,Intermediate,Pakistan
Other - Software Development,1983620450044079817,~021983620450044079817,,Nigeria,2025-10-29T19:42:24.070Z,Fixed,Expert,India
Other - Software Development,1983620450044079817,~021983620450044079817,,Nigeria,2025-10-29T19:42:24.070Z,Fixed,Expert,Poland
Other - Software Development,1983620450044079817,~021983620450044079817,,Nigeria,2025-10-29T19:42:24.070Z,Fixed,Expert,United States
QA Testing,1976006939509567206,~021976006939509567206,5.925,India,2025-10-08T19:29:01.619Z,Hourly,Intermediate,India
Scripts & Utilities,1970851818096295281,~021970851818096295281,60.0,India,2025-09-24T14:04:25.001Z,Fixed,Intermediate,India
Scripts & Utilities,1982466120963172947,~021982466120963172947,200.0,India,2025-10-26T15:15:30.540Z,Fixed,Intermediate,India
Web Development,1971213678683356529,~021971213678683356529,600.0,United States,2025-09-25T14:02:19.270Z,Fixed,Intermediate,India
Web Development,1972226282084209299,~021972226282084209299,12.5,United States,2025-09-28T09:06:02.777Z,Hourly,Expert,India
Web Development,1972336648670965512,~021972336648670965512,,India,2025-09-28T16:24:36.091Z,Hourly,Expert,India
Web Development,1975271943984456314,~021975271943984456314,800.0,India,2025-10-06T18:48:25.150Z,Fixed,Intermediate,India
Web Development,1975557519525001627,~021975557519525001627,6.5,United States,2025-10-07T13:43:11.640Z,Hourly,Intermediate,India
Web Development,1976630081617702630,~021976630081617702630,,United States,2025-10-10T12:45:10.333Z,Fixed,Expert,India
Web Development,1976630081617702630,~021976630081617702630,,United States,2025-10-10T12:45:10.333Z,Fixed,Expert,Pakistan
Web Development,1976630081617702630,~021976630081617702630,,United States,2025-10-10T12:45:10.333Z,Fixed,Expert,Turkey
Web Development,1978716774006153965,~021978716774006153965,,India,2025-10-16T06:56:56.597Z,Fixed,Intermediate,India
Web Development,1980733108294304610,~021980733108294304610,,India,2025-10-21T20:29:08.132Z,Fixed,Expert,India
Web Development,1980926018677127514,~021980926018677127514,,India,2025-10-22T09:15:41.559Z,Fixed,Expert,India
Web Development,1983340406846092466,~021983340406846092466,,United States,2025-10-29T01:09:36.591Z,Hourly,Intermediate,India
Web Development,1983340406846092466,~021983340406846092466,,United States,2025-10-29T01:09:36.591Z,Hourly,Intermediate,United Kingdom
Web Development,1983340406846092466,~021983340406846092466,,United States,2025-10-29T01:09:36.591Z,Hourly,Intermediate,United States
Web Development,1983468106552321456,~021983468106552321456,27.5,United Arab Emirates,2025-10-29T09:37:02.537Z,Hourly,Expert,India
Web Development,1983470590014354610,~021983470590014354610,,India,2025-10-29T09:46:54.698Z,Fixed,Intermediate,India
Web Development,1985407840808288027,~021985407840808288027,,India,2025-11-03T18:04:51.232Z,Fixed,Expert,India
Web Development,1985580278991831920,~021985580278991831920,25.0,India,2025-11-04T05:30:03.737Z,Hourly,Expert,India
Web Development,1985700180427586611,~021985700180427586611,21.5,United States,2025-11-04T13:26:30.497Z,Hourly,Entry Level,India
Web Development,1985700180427586611,~021985700180427586611,21.5,United States,2025-11-04T13:26:30.497Z,Hourly,Entry Level,Pakistan
Web Development,1985977638624214066,~021985977638624214066,30.0,United States,2025-11-05T07:49:01.712Z,Hourly,Expert,India
Web Development,1987138141037354282,~021987138141037354282,20.0,India,2025-11-08T12:40:26.985Z,Hourly,Expert,India
Web Development,1987344570415406378,~021987344570415406378,9.0,India,2025-11-09T02:20:43.567Z,Hourly,Intermediate,India
Other - Software Development,1974016872091053734,~021974016872091053734,500.0,Thailand,2025-10-03T07:41:12.625Z,Fixed,Expert,Indonesia
Scripts & Utilities,1989051467648215355,~021989051467648215355,15.0,United States,2025-11-13T19:23:19.597Z,Hourly,Intermediate,Indonesia
Scripts & Utilities,1989051467648215355,~021989051467648215355,15.0,United States,2025-11-13T19:23:19.597Z,Hourly,Intermediate,Philippines
Scripts & Utilities,1990209425141538561,~021990209425141538561,600.0,United States,2025-11-17T00:04:38.167Z,Fixed,Expert,Lithuania
Scripts & Utilities,1990209425141538561,~021990209425141538561,600.0,United States,2025-11-17T00:04:38.167Z,Fixed,Expert,Estonia
Scripts & Utilities,1990209425141538561,~021990209425141538561,600.0,United States,2025-11-17T00:04:38.167Z,Fixed,Expert,Latvia
Scripts & Utilities,1990209425141538561,~021990209425141538561,600.0,United States,2025-11-17T00:04:38.167Z,Fixed,Expert,Romania
Scripts & Utilities,1990209425141538561,~021990209425141538561,600.0,United States,2025-11-17T00:04:38.167Z,Fixed,Expert,Serbia
Scripts & Utilities,1990209425141538561,~021990209425141538561,600.0,United States,2025-11-17T00:04:38.167Z,Fixed,Expert,Mexico
Scripts & Utilities,1990209425141538561,~021990209425141538561,600.0,United States,2025-11-17T00:04:38.167Z,Fixed,Expert,Bulgaria
Scripts & Utilities,1990209425141538561,~021990209425141538561,600.0,United States,2025-11-17T00:04:38.167Z,Fixed,Expert,Turkey
Scripts & Utilities,1990209425141538561,~021990209425141538561,600.0,United States,2025-11-17T00:04:38.167Z,Fixed,Expert,India
Scripts & Utilities,1990209425141538561,~021990209425141538561,600.0,United States,2025-11-17T00:04:38.167Z,Fixed,Expert,Singapore
Scripts & Utilities,1990209425141538561,~021990209425141538561,600.0,United States,2025-11-17T00:04:38.167Z,Fixed,Expert,China
Scripts & Utilities,1990209425141538561,~021990209425141538561,600.0,United States,2025-11-17T00:04:38.167Z,Fixed,Expert,Vietnam
DevOps & Solution Architecture,1961977790171108140,~021961977790171108140,25.0,Canada,2025-08-31T02:22:11.805Z,Hourly,Expert,Madagascar
DevOps & Solution Architecture,1961977790171108140,~021961977790171108140,25.0,Canada,2025-08-31T02:22:11.805Z,Hourly,Expert,Tunisia
DevOps & Solution Architecture,1961977790171108140,~021961977790171108140,25.0,Canada,2025-08-31T02:22:11.805Z,Hourly,Expert,Canada
DevOps & Solution Architecture,1961977790171108140,~021961977790171108140,25.0,Canada,2025-08-31T02:22:11.805Z,Hourly,Expert,French Polynesia
DevOps & Solution Architecture,1961977790171108140,~021961977790171108140,25.0,Canada,2025-08-31T02:22:11.805Z,Hourly,Expert,French Guiana
Web Development,1978548064830251757,~021978548064830251757,15.5,United States,2025-10-15T19:46:33.243Z,Hourly,Expert,Madagascar
Web Development,1978548064830251757,~021978548064830251757,15.5,United States,2025-10-15T19:46:33.243Z,Hourly,Expert,Mauritius
Web Development,1978548064830251757,~021978548064830251757,15.5,United States,2025-10-15T19:46:33.243Z,Hourly,Expert,Pakistan
AI Apps & Integration,1982681642486867376,~021982681642486867376,27.5,United States,2025-10-27T05:31:54.877Z,Hourly,Expert,Mexico
AI Apps & Integration,1982681642486867376,~021982681642486867376,27.5,United States,2025-10-27T05:31:54.877Z,Hourly,Expert,Argentina
AI Apps & Integration,1982681642486867376,~021982681642486867376,27.5,United States,2025-10-27T05:31:54.877Z,Hourly,Expert,Brazil
AI Apps & Integration,1982681642486867376,~021982681642486867376,27.5,United States,2025-10-27T05:31:54.877Z,Hourly,Expert,Colombia
AI Apps & Integration,1982681642486867376,~021982681642486867376,27.5,United States,2025-10-27T05:31:54.877Z,Hourly,Expert,Puerto Rico
AI Apps & Integration,1983222849714610168,~021983222849714610168,20.0,United States,2025-10-28T17:22:28.737Z,Hourly,Intermediate,Mexico
Scripts & Utilities,1987969577604701482,~021987969577604701482,,United States,2025-11-10T19:44:16.957Z,Fixed,Intermediate,Mexico
Scripts & Utilities,1987969577604701482,~021987969577604701482,,United States,2025-11-10T19:44:16.957Z,Fixed,Intermediate,Colombia
Scripts & Utilities,1987969577604701482,~021987969577604701482,,United States,2025-11-10T19:44:16.957Z,Fixed,Intermediate,Argentina
Ecommerce Development,1974516462101437422,~021974516462101437422,,Pakistan,2025-10-04T16:46:24.180Z,Hourly,Intermediate,Pakistan
Mobile Development,1980650361664187848,~021980650361664187848,100.0,United States,2025-10-21T15:00:19.809Z,Fixed,Expert,Pakistan
Web Development,1971226456611201311,~021971226456611201311,10.0,United Arab Emirates,2025-09-25T14:53:05.792Z,Hourly,Expert,Pakistan
Web Development,1971226456611201311,~021971226456611201311,10.0,United Arab Emirates,2025-09-25T14:53:05.792Z,Hourly,Expert,Sri Lanka
Web Development,1978789968846465905,~021978789968846465905,50.0,United Kingdom,2025-10-16T11:47:47.647Z,Fixed,Intermediate,Pakistan
Ecommerce Development,1981645526718806224,~021981645526718806224,350.0,India,2025-10-24T08:54:45.639Z,Fixed,Intermediate,Philippines
Ecommerce Development,1981645526718806224,~021981645526718806224,350.0,India,2025-10-24T08:54:45.639Z,Fixed,Intermediate,Indonesia
Ecommerce Development,1981645526718806224,~021981645526718806224,350.0,India,2025-10-24T08:54:45.639Z,Fixed,Intermediate,Egypt
Ecommerce Development,1981645526718806224,~021981645526718806224,350.0,India,2025-10-24T08:54:45.639Z,Fixed,Intermediate,Sri Lanka
Ecommerce Development,1981645526718806224,~021981645526718806224,350.0,India,2025-10-24T08:54:45.639Z,Fixed,Intermediate,Ethiopia
Ecommerce Development,1981645526718806224,~021981645526718806224,350.0,India,2025-10-24T08:54:45.639Z,Fixed,Intermediate,Vietnam
Ecommerce Development,1981645526718806224,~021981645526718806224,350.0,India,2025-10-24T08:54:45.639Z,Fixed,Intermediate,Serbia
Ecommerce Development,1981645526718806224,~021981645526718806224,350.0,India,2025-10-24T08:54:45.639Z,Fixed,Intermediate,Argentina
Ecommerce Development,1981645526718806224,~021981645526718806224,350.0,India,2025-10-24T08:54:45.639Z,Fixed,Intermediate,Colombia
Web Development,1970003742159334916,~021970003742159334916,10.0,United Kingdom,2025-09-22T05:54:27.915Z,Hourly,Intermediate,Philippines
Web Development,1970003742159334916,~021970003742159334916,10.0,United Kingdom,2025-09-22T05:54:27.915Z,Hourly,Intermediate,India
Web Development,1970003742159334916,~021970003742159334916,10.0,United Kingdom,2025-09-22T05:54:27.915Z,Hourly,Intermediate,Pakistan
Mobile Development,1983139138682889648,~021983139138682889648,30.0,Uzbekistan,2025-10-28T11:49:50.481Z,Hourly,Expert,Poland
Mobile Development,1983139138682889648,~021983139138682889648,30.0,Uzbekistan,2025-10-28T11:49:50.481Z,Hourly,Expert,Ukraine
Scripts & Utilities,1983894022473425137,~021983894022473425137,15.0,Ukraine,2025-10-30T13:49:28.887Z,Fixed,Entry Level,Poland
Web Development,1972338271634343101,~021972338271634343101,32.5,United States,2025-09-28T16:31:03.113Z,Hourly,Expert,Poland
Web Development,1972338271634343101,~021972338271634343101,32.5,United States,2025-09-28T16:31:03.113Z,Hourly,Expert,Romania
Web Development,1972338271634343101,~021972338271634343101,32.5,United States,2025-09-28T16:31:03.113Z,Hourly,Expert,Ukraine
Web Development,1972338271634343101,~021972338271634343101,32.5,United States,2025-09-28T16:31:03.113Z,Hourly,Expert,United States
Web Development,1972338271634343101,~021972338271634343101,32.5,United States,2025-09-28T16:31:03.113Z,Hourly,Expert,Vietnam
Web Development,1976376016400854758,~021976376016400854758,40.0,United States,2025-10-09T19:55:36.475Z,Hourly,Expert,Poland
Web Development,1976376016400854758,~021976376016400854758,40.0,United States,2025-10-09T19:55:36.475Z,Hourly,Expert,Ukraine
Desktop Application Development,1978049631769033879,~021978049631769033879,45.0,United Kingdom,2025-10-14T10:45:57.472Z,Hourly,Expert,Qatar
Desktop Application Development,1978049631769033879,~021978049631769033879,45.0,United Kingdom,2025-10-14T10:45:57.472Z,Hourly,Expert,United Arab Emirates
Web Development,1977234228313390371,~021977234228313390371,20.0,France,2025-10-12T04:45:50.117Z,Hourly,Expert,Tajikistan
Web Development,1985264215003282482,~021985264215003282482,17.5,France,2025-11-03T08:34:08.169Z,Hourly,Intermediate,Tunisia
Web Development,1968755893299706062,~021968755893299706062,27.5,United States,2025-09-18T19:15:57.552Z,Hourly,Entry Level,Ukraine
Web Development,1968755893299706062,~021968755893299706062,27.5,United States,2025-09-18T19:15:57.552Z,Hourly,Entry Level,India
Web Development,1968755893299706062,~021968755893299706062,27.5,United States,2025-09-18T19:15:57.552Z,Hourly,Entry Level,Pakistan
Web Development,1978916152176173805,~021978916152176173805,22.5,Ukraine,2025-10-16T20:09:12.065Z,Hourly,Expert,Ukraine
Web Development,1989665632856979677,~021989665632856979677,4.0,Ukraine,2025-11-15T12:03:48.120Z,Hourly,Entry Level,Ukraine
AI Apps & Integration,1988237208163935371,~021988237208163935371,200.0,United Kingdom,2025-11-11T13:27:45.005Z,Fixed,Intermediate,United Kingdom
Scripts & Utilities,1972604434780013757,~021972604434780013757,,United Kingdom,2025-09-29T10:08:41.354Z,Hourly,Intermediate,United Kingdom
